,Platform,Category,Title,DirectorName,DirectorGender,DirectorAge,Actors,ActorGender,ActorAge,Country,DateAdded,ReleaseYear,Rating,Duration,GenreType,Description
627,Disney Plus,movie,Rip Girls,Jack Hannah,M,73,Scarlett Johansson,F,35,"Australia, USA",12-Nov-19,2000,TV-G,87 min,"Drama, Family, Romance",A 13-year-old (Camilla Belle) learns to surf while visiting Hawaii for the first time to see a plantation she inherited.
284,Disney Plus,movie,Frank and Ollie,Greg Beeman,M,58,Raviv Ullman,M,34,USA,12-Nov-19,1995,TV-PG,89 min,Documentary,"A documentary about two famed Disney animators, Frank and Ollie."
912,Disney Plus,movie,Unidentified Flying Oddball,David Swift,M,100,Leah Pipes,F,31,USA,12-Nov-19,1979,TV-G,93 min,"Comedy, Family, Adventure, Fantasy, Sci-Fi",An astronaut and his android double travel back to the time of King Arthur.
3,Disney Plus,movie,101 Dalmatians,Rob Minkoff,M,57,Spencer Redford,F,36,"USA, UK",12-Nov-19,1996,TV-G,103 min,"Adventure, Comedy, Crime, Family","An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess."
51,Disney Plus,movie,Beauty and the Beast: The Enchanted Christmas,Gore Verbinski,M,56,Chad 'Chato' Alger,M,32,"Canada, USA",12-Nov-19,1997,TV-G,72 min,"Animation, Family, Fantasy, Music, Musical","Astonished to find the Beast (Robbie Benson) has a deep-seeded hatred for the Christmas season, Belle (Paige O'Hara) endeavors to change his mind on the matter."
714,Disney Plus,movie,Teen Beach 2,Jeff Blyth,M,74,Owen Wilson,M,51,USA,12-Nov-19,2015,TV-G,104 min,"Family, Fantasy, Musical","Modern day teens Mack and Brady get a real world visit from Lela, Tanner, Butchy, and other surfer and biker pals from the beach party film within a film, Wet Side Story."
548,Disney Plus,movie,Now You See It...,Robert Stevenson,M,100,Paul Newman,M,100,USA,12-Nov-19,2005,TV-G,83 min,"Drama, Family, Fantasy, Mystery",A budding producer searches for the country's best young magician.
386,Disney Plus,movie,Jonas Brothers: The 3D Concert Experience,Steve 'Spaz' Williams,M,58,Bonnie Hunt,F,58,USA,12-Nov-19,2009,TV-G,76 min,"Documentary, Music","A 3-D concert film of the 2008 Jonas Brothers ""Burning Up"" concert tour, as well as documentary footage on the lives of the three brothers."
76,Disney Plus,movie,Brave,Francine McDougall,F,62,Larry the Cable Guy,M,57,"USA, UK",12-Nov-19,2012,TV-PG,93 min,"Animation, Adventure, Comedy, Family, Fantasy","Determined to make her own path in life, Princess Merida (Kelly Macdonald) defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
26,Disney Plus,movie,America's Heart & Soul,Fisher Stevens,M,56,Grant Bardsley,M,78,USA,12-Nov-19,2004,TV-PG,84 min,Documentary,Filmmaker Louis Schwartzberg hits the road to capture America's people and its natural beauty.
225,Disney Plus,movie,Doug's 1st Movie,Jun Falkenstein,F,51,Susan Sheridan,F,100,USA,12-Nov-19,1999,TV-G,77 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.
396,Disney Plus,movie,Kim Possible,John Laing,M,72,Freddie Jones,M,100,USA,12-Nov-19,2019,TV-G,86 min,"Action, Adventure, Comedy",Heroes Kim and Ron face the problems of starting high school as freshmen when their team gets an addition. Every hero needs a villain and one's just been sprung from prison. Will Kim save the world again or will high school bog her down?
769,Disney Plus,movie,The Greatest Game Ever Played,Ron Howard,M,66,Nigel Hawthorne,M,100,"USA, Canada",12-Nov-19,2005,TV-PG,120 min,"Biography, Drama, Sport","In the 1913 US Open, 20-year-old Francis Ouimet played golf against his idol, 1900 US Open champion, Englishman Harry Vardon."
878,Disney Plus,movie,Timmy Failure: Mistakes Were Made,Paul Hoen,M,58,Pinto Colvig,M,100,USA,7-Feb-20,2020,TV-PG,99 min,"Adventure, Comedy, Drama, Family, Fantasy","An 11-year-old boy who believes that he is the best detective in town runs the agency Total Failures with his best friend, an imaginary 1,200-pound polar bear."
856,Disney Plus,movie,The Tortoise and the Hare,Andrew Davis,M,73,Walt Disney,M,100,USA,12-Nov-19,1935,Approved,9 min,"Animation, Short, Comedy, Family","A Walt Disney Silly Symphony telling of the classic fable about a foot race between speedy Max Hare, aka The Blue Streak, and and Slow But Sure Toby Tortoise."
697,Disney Plus,movie,Stitch! The Movie,Doug Sweetland,M,46,James MacDonald,M,59,USA,12-Nov-19,2003,TV-G,60 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Stitch, an alien living on Earth disguised as a dog with his human family, continues his adventures when he discovers that the alien family he never knew he had is now in Hawaii, being hunted down by galactic forces."
295,Disney Plus,movie,Fun and Fancy Free,Alfred L. Werker,M,100,Clarence Nash,M,100,USA,12-Nov-19,1947,Approved,73 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Jiminy Cricket hosts two Disney animated shorts: ""Bongo,"" about a circus bear escaping to the wild, and ""Mickey and the Beanstalk,"" a take on the famous fairy tale."
756,Disney Plus,movie,The Emperor's New Groove,Hamilton Luske,M,100,Miley Cyrus,F,27,USA,12-Nov-19,2000,TV-G,78 min,"Animation, Adventure, Comedy, Family, Fantasy","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
130,Disney Plus,movie,Corn Chips,Jack Cutting,M,100,Nick Jonas,M,27,USA,12-Nov-19,1951,Approved,7 min,"Family, Animation, Comedy","Donald is shoveling the snow off his walk; Chip 'n' Dale are shoveling their branch. Donald tricks them into shoveling his walk. Angered, they sneak into his house, where he's getting ready..."
905,Disney Plus,movie,Tuck Everlasting,Ub Iwerks,M,100,Kenny Ortega,M,70,USA,12-Nov-19,2002,TV-PG,90 min,"Drama, Family, Fantasy, Romance",A young woman meets and falls in love with a young man who is part of a family of immortals.
838,Disney Plus,movie,The Sign of Zorro,Jack Kinney,M,100,Billy Ray Cyrus,M,58,USA,12-Nov-19,1958,Approved,91 min,"Adventure, Drama, Family, Romance, Western","In this film, edited from eight episodes of Disney's hit TV series, Don Diego returns home to find his town under the heel of a cruel dictator, Capitan Monastario. Diego dons the mask of ..."
707,Disney Plus,movie,Tall Tale,Paul Hoen,M,58,Bette Davis,F,100,USA,12-Nov-19,1995,TV-PG,96 min,"Adventure, Family, Fantasy, Western",A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their ...
397,Disney Plus,movie,Kim Possible: So the Drama,Charles Haid,M,76,Christopher Lee,M,100,USA,12-Nov-19,2005,TV-G,71 min,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Kim's heart is quickly captured by the new boy, Eric, who soon becomes her boyfriend. Unknown to Kim, her best friend and sidekick, Ron has developed stronger feelings toward her."
1,Disney Plus,movie,10 Things I Hate About You,Robert Stevenson,M,100,Kim Richards,F,55,USA,12-Nov-19,1999,PG-13,97 min,"Comedy, Drama, Romance","A pretty, popular teenager can't go out on a date until her ill-tempered older sister does."
43,Disney Plus,movie,Bambi,Andrew Stanton,M,54,Ike Eisenmann,M,57,USA,12-Nov-19,1942,TV-G,70 min,"Animation, Drama, Family",The story of a young deer growing up in the forest.
350,Disney Plus,movie,"Honey, We Shrunk Ourselves!",Angus MacLane,M,45,Robert Downey Jr.,M,55,USA,12-Nov-19,1997,TV-PG,74 min,"Action, Adventure, Comedy, Family, Sci-Fi","Mischief device, created by Wayne Szalinski, mess up again - this time not the children have shrunk, but the adults themselves."
316,Disney Plus,movie,The Grasshopper and the Ants,Peter Hedges,M,57,Chris Hemsworth,M,36,USA,12-Nov-19,1934,Approved,8 min,"Family, Comedy, Animation, Musical, Short","As in the classic fable, the grasshopper plays his fiddle and lives for the moment, while the industrious ants squirrel away massive amounts of food for the winter. With his song, he's able..."
617,Disney Plus,movie,Red Tails,Taika Waititi,M,44,Mark Ruffalo,M,52,USA,1-Jan-20,2012,PG-13,125 min,"Action, Drama, History, War","A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard."
658,Disney Plus,movie,Sister Act,Alan Taylor,M,55,Chris Evans,M,38,USA,12-Nov-19,1992,TV-PG,100 min,"Comedy, Crime, Family, Music","When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in."
654,Disney Plus,movie,Shipwrecked,Jack Kinney,M,100,Andrew Lawrence,M,32,"Norway, Sweden, USA",12-Nov-19,1990,TV-PG,92 min,"Adventure, Family",A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.
425,Disney Plus,movie,Lend a Paw,Bill Roberts,M,100,Mark L. Taylor,M,69,USA,12-Nov-19,1941,Approved,8 min,"Animation, Short, Comedy","Pluto saves the life of a kitten, and later feels jealous towards the kitten after Mickey Mouse takes the kitten in."
44,Disney Plus,movie,Bambi and the Great Prince of the Forest,William Cottrell,M,40,Lori Hallier,F,60,USA,12-Nov-19,2006,TV-G,75 min,"Animation, Adventure, Drama, Family, Romance","The story of Bambi growing up in the care of his father, The Great Prince of the Forest."
844,Disney Plus,movie,The Straight Story,David Hand,M,69,Alison Pill,F,34,"France, UK, USA",3-Apr-20,1999,TV-G,112 min,"Biography, Drama",An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
8281,Disney Plus,movie,The Rocketeer,Wilfred Jackson,M,100,Jack Bright,M,14,USA,12-Nov-19,1991,TV-PG,108 min,"Action, Adventure, Family, Sci-Fi",A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.
363,Disney Plus,movie,Ice Princess,Larry Morey,M,100,Winston Hibler,M,100,"USA, Canada",12-Nov-19,2005,TV-G,98 min,"Comedy, Drama, Family, Sport","With the help of her coach, her mom, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater."
772,Disney Plus,movie,The Hunchback of Notre Dame,Perce Pearce,M,100,Joe Jonas,M,30,"USA, France",12-Nov-19,1996,TV-G,91 min,"Animation, Drama, Family, Musical, Romance","A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
534,Disney Plus,movie,Mulan,Ben Sharpsteen,M,100,Doug E. Doug,M,50,USA,12-Nov-19,1998,TV-G,88 min,"Animation, Adventure, Family, Fantasy, Musical, War","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
816,Disney Plus,movie,The Poof Point,Robin Budd,M,53,Rawle D. Lewis,M,46,USA,12-Nov-19,2001,TV-G,90 min,"Comedy, Family, Sci-Fi",A bad experiment makes two inventors younger and younger
540,Disney Plus,movie,Muppets Most Wanted,Donovan Cook,M,52,Malik Yoba,M,52,USA,12-Nov-19,2014,TV-PG,107 min,"Adventure, Comedy, Crime, Family, Musical, Mystery","While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick."
378,Disney Plus,movie,Jack,J.J. Abrams,M,53,Edward Asner,M,90,USA,12-Nov-19,1996,PG-13,113 min,"Comedy, Drama, Fantasy","Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled."
433,Disney Plus,movie,Lilo & Stitch,Wilfred Jackson,M,100,Christopher Plummer,M,90,USA,12-Nov-19,2002,TV-PG,85 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive.
213,Disney Plus,movie,Doctor Dolittle,Duwayne Dunham,M,67,Jordan Nagai,M,20,USA,1-Apr-20,1998,PG-13,85 min,"Comedy, Family, Fantasy",A doctor discovers that he can communicate with animals.
946,Disney Plus,movie,You Lucky Dog,Norman Ferguson,M,100,Bob Peterson,M,59,USA,12-Nov-19,1998,TV-G,89 min,"Comedy, Family, Fantasy, Mystery",Man leaves his fortune to his dog and its psychiatrist.
136,Disney Plus,movie,Davy Crockett and the River Pirates,Clyde Geronimi,M,100,Auli'i Cravalho,F,19,USA,12-Nov-19,1956,Approved,81 min,"Adventure, Comedy, Drama, Family, Western","Davy Crockett and his sidekick Georgie compete against boastful Mike Fink (""King of the River"") in a boat race to New Orleans. Later, Davy and Georgie, allied with Fink, battle a group of ..."
911,Disney Plus,movie,Twitches Too,Jack Kinney,M,100,Dwayne Johnson,M,48,USA,12-Nov-19,2007,TV-PG,83 min,"Drama, Family, Fantasy","After using their powers to battle the forces of darkness, the sisters settle down to lead normal lives. However, the discovery that their biological father may not be dead, but residing in New York, causes confusion for the pair."
527,Disney Plus,movie,Mom's Got a Date with a Vampire,Bill Roberts,M,100,Rachel House,F,48,"Canada, USA",12-Nov-19,2000,TV-PG,85 min,"Comedy, Family, Fantasy, Horror","The Hansen kids are in a jam. Adam and his best friend Duffy have gotten their hands on some tickets for the Headless Horseman concert, and his sister Chelsea has a date with her dreamy ..."
7581,Disney Plus,movie,The Finest Hours,Harold Young,M,100,Temuera Morrison,M,59,USA,6-Mar-20,2016,PG-13,117 min,"Action, Drama, History, Thriller",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.
85,Disney Plus,movie,Cadet Kelly,Stuart Gillard,M,70,Dean Jones,M,100,"USA, Canada",12-Nov-19,2002,TV-G,101 min,"Comedy, Drama, Family",A fashion-conscious youngster is horrified when she is forced to move to military school.
760,Disney Plus,movie,The Fox and the Hound,Paul Michael Glaser,M,77,Michele Lee,F,77,USA,12-Nov-19,1981,TV-G,83 min,"Animation, Adventure, Drama, Family",Two childhood friends find themselves forced to become enemies.
790,Disney Plus,movie,The Little Mermaid 2: Return to the Sea,Alastair Fothergill,M,60,David Tomlinson,M,100,"USA, Canada, Australia, Taiwan",12-Nov-19,2000,TV-G,75 min,"Animation, Drama, Family, Fantasy, Musical","To protect her from a sea witch, Ariel's daughter is not allowed in the ocean; but when she becomes 12, she runs away to an adventure under the sea."
789,Disney Plus,movie,The Little Mermaid,Mark Linfield,M,70,Buddy Hackett,M,100,USA,12-Nov-19,1989,TV-G,83 min,"Animation, Family, Fantasy, Musical, Romance",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
665,Disney Plus,movie,Snow Dogs,Garry Marshall,M,100,Peter Ustinov,M,100,"Canada, USA",12-Nov-19,2002,TV-PG,99 min,"Adventure, Comedy, Family, Sport","When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man."
6,Disney Plus,movie,12 Dates of Christmas,Paul Hoen,M,58,Dean Jones,M,100,USA,12-Nov-19,2011,TV-PG,90 min,"Comedy, Fantasy, Romance","A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again."
863,Disney Plus,movie,The Wizards Return: Alex vs. Alex,Joyce Chopra,F,83,Suzanne Pleshette,F,100,USA,12-Nov-19,2013,TV-G,60 min,"Adventure, Comedy, Drama, Family, Fantasy","While visiting Tuscany, Italy, a young wizard accidentally creates an evil version of herself."
264,Disney Plus,movie,Finding Nemo,Theodore Thomas,M,87,Elsa Lanchester,F,100,"USA, Australia",12-Nov-19,2003,TV-G,100 min,"Animation, Adventure, Comedy, Family","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
224,Disney Plus,movie,Double Teamed,Russ Mayberry,M,100,Alfre Woodard,F,67,USA,12-Nov-19,2002,TV-G,120 min,"Biography, Drama, Family, Sport",Two sisters become world-famous basketball players.
374,Disney Plus,movie,Invisible Sister,Stephen Herek,M,61,Ossie Davis,M,100,USA,12-Nov-19,2015,TV-G,80 min,"Adventure, Comedy, Family, Fantasy","Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible."
935,Disney Plus,movie,Winnie the Pooh: Springtime with Roo,Andrew Knight,M,66,Max Casella,M,52,USA,12-Nov-19,2003,TV-G,65 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Roo is upset when Rabbit cancels Easter and declares ""Spring Cleaning Day"" instead."
2071,Disney Plus,movie,The Crimson Wing: Mystery of the Flamingos,Jeffrey Hornaday,M,64,Hayden Panettiere,F,30,"USA, UK",12-Nov-19,2008,TV-G,78 min,Documentary,The mysterious lives of flamingos are captured on film with a birds-eye view of the animals living in Africa.
516,Disney Plus,movie,Mike's New Car,Duwayne Dunham,M,67,Nathan Lane,M,64,USA,12-Nov-19,2002,Not Rated,4 min,"Animation, Short, Comedy, Family, Fantasy","Mike's bought a new 6-wheel-drive car, and he can't wait to show it off to Sulley. Only problem is, Mike hasn't exactly mastered the controls yet, and they're pretty complicated."
148,Disney Plus,movie,Adventures in Babysitting,Bruce Hendricks,M,68,Ernie Sabella,M,70,USA,12-Nov-19,2016,TV-G,105 min,"Adventure, Comedy, Family","Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally runs away into the big city without any supervision."
407,Disney Plus,movie,Lady and the Tramp,Mark Andrews,M,51,Julie Kavner,F,69,USA,12-Nov-19,1955,TV-G,76 min,"Animation, Adventure, Comedy, Drama, Family, Romance",The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
841,Disney Plus,movie,The Small One,Brenda Chapman,F,57,Jerry Stiller,M,92,USA,3-Apr-20,1978,TV-G,26 min,"Animation, Short, Family",A young Judean boy tries to sell his beloved old donkey to someone who would care for him as much as he does.
767,Disney Plus,movie,The Great Mouse Detective,Steve Purcell,M,58,Rick Moranis,M,67,USA,1-Oct-19,1986,TV-G,74 min,"Animation, Adventure, Family, Musical, Mystery","Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan."
610,Disney Plus,movie,Quints,Louie Schwartzberg,M,70,Marcia Strassman,F,100,"Canada, USA",12-Nov-19,2000,TV-G,83 min,"Comedy, Drama, Family",A 14-year-old teenager goes to desperate lengths to get attention when her mother gives birth to quints.
380,Disney Plus,movie,James and the Giant Peach,Maurice Joyce,M,51,Robert Oliveri,M,42,"UK, USA",12-Nov-19,1996,TV-PG,79 min,"Animation, Adventure, Family, Fantasy, Musical","An orphan, who lives with his two cruel aunts, befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City."
137,Disney Plus,movie,Davy Crockett: King of the Wild Frontier,Zach Lipovsky,M,36,Daniel Shalikar,M,31,USA,12-Nov-19,1955,Approved,93 min,"Adventure, Drama, Family, Western","American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo."
270,Disney Plus,movie,Flowers and Trees,Adam B. Stein,M,54,Tony Fucile,M,56,USA,12-Nov-19,1932,Approved,8 min,"Animation, Short, Comedy","An evil tree stump, jealous of two trees in love, starts a forest fire."
609,Disney Plus,movie,Queen of Katwe,Bill Paxton,M,100,Kevin Jonas,M,32,USA,12-Nov-19,2016,TV-PG,124 min,"Biography, Drama, Sport",A Ugandan girl sees her world rapidly change after being introduced to the game of chess.
882,Disney Plus,movie,Tinker Bell and the Great Fairy Rescue,Tom McCarthy,M,53,Phil Sheridan,M,100,USA,12-Nov-19,2010,TV-G,76 min,"Animation, Adventure, Family, Fantasy",Tinker Bell must team up with a rival fairy to keep their existence a secret from humans.
502,Disney Plus,movie,Melody Time,Wilfred Jackson,M,100,Mark Wahlberg,M,48,USA,12-Nov-19,1948,Approved,75 min,"Animation, Comedy, Family, Musical",An anthology of animated vignettes set to contemporary music.
244,Disney Plus,movie,Eddie's Million Dollar Cook-Off,Tony Craig,M,47,Greg Kinnear,M,56,USA,12-Nov-19,2003,TV-G,110 min,"Comedy, Family, Sport","Eddie loves baseball. His dad's the coach, his best friends are his teammates. But will he strike out with them all if he trades his glove for an oven mitt."
16,Disney Plus,movie,Aladdin,Roberts Gannaway,M,54,Elizabeth Banks,F,46,USA,8-Jan-20,2019,TV-PG,128 min,"Adventure, Family, Fantasy, Musical, Romance",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
259,Disney Plus,movie,Fantasia 2000,Jack Kinney,M,100,Kevin Conway,M,100,USA,12-Nov-19,1999,TV-G,75 min,"Animation, Comedy, Family, Fantasy, Music",An update of the original film with new interpretations of great works of classical music.
683,Disney Plus,movie,Star Wars: Episode II - Attack of the Clones,Hamilton Luske,M,100,Charlize Theron,F,44,USA,12-Nov-19,2002,TV-PG,142 min,"Action, Adventure, Fantasy, Sci-Fi","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmí_Œ© Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi."
501,Disney Plus,movie,Meet the Robinsons,William Morgan,M,100,Bill Paxton,M,100,USA,12-Nov-19,2007,TV-G,95 min,"Animation, Adventure, Comedy, Family, Sci-Fi","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
8181,Disney Plus,movie,The Prince and the Pauper,Bill Roberts,M,100,Rade Serbedzija,M,73,USA,12-Nov-19,1990,TV-G,25 min,"Animation, Short, Adventure, Comedy, Family",A poor boy and a prince exchange identities and lives while the villainous Captain of the Guard plots to take advantage of this.
271,Disney Plus,movie,Flubber,Mark Dindal,M,59,Peter Firth,M,66,USA,12-Nov-19,1997,TV-PG,93 min,"Comedy, Family, Sci-Fi","An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance."
8751,Disney Plus,movie,Thumbelina,Jack Hannah,M,73,Dwayne Johnson,M,48,"Ireland, USA, Canada, UK, Denmark, Spain, Poland, Hungary",12-Nov-19,1994,TV-G,86 min,"Animation, Family, Fantasy, Musical, Romance",The tiny girl meets a fairy Prince who saves her from the creatures of the woods.
652,Disney Plus,movie,Sharpay's Fabulous Adventure,Jay Russell,M,60,Madison Pettis,F,21,USA,12-Nov-19,2011,TV-G,90 min,"Comedy, Drama, Family, Music, Musical, Romance",Sharpay Evans travels to New York where she is pursuing a Broadway career but it's her dog who lands an acting gig first.
151,Disney Plus,movie,Bad Hair Day,Lewis R. Foster,M,100,Kyra Sedgwick,F,54,Canada,12-Nov-19,2015,TV-G,87 min,"Adventure, Comedy, Family","A buddy comedy about a high school tech-whiz whose prom day abruptly shifts into a wild ride across town, thanks to a down-on-her-luck cop and a jewel thief."
424,Disney Plus,movie,Lemonade Mouth,Norman Foster,M,84,Roselyn Sanchez,F,47,USA,12-Nov-19,2011,TV-PG,103 min,"Comedy, Drama, Family, Music, Musical","Five high school kids, Olivia, Wendall, Stella, Charlie, and Mo, meet in detention and start a band based on the lemonade vending machine outside the detention room."
4,Disney Plus,movie,101 Dalmatians 2: Patch's London Adventure,Jeremiah S. Chechik,M,65,Bill Farmer,M,67,USA,12-Nov-19,2002,TV-G,74 min,"Animation, Adventure, Comedy, Family, Musical","Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign."
623,Disney Plus,movie,Return to Oz,Steve Loter,M,45,Jason Marsden,M,45,"UK, USA",12-Nov-19,1985,TV-PG,113 min,"Adventure, Family, Fantasy, Horror, Mystery","Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful."
5841,Disney Plus,movie,Pinocchio,Gil Junger,M,65,Jim Cummings,M,67,USA,12-Nov-19,1940,TV-G,88 min,"Animation, Comedy, Family, Fantasy, Musical","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
15,Disney Plus,movie,A Wrinkle in Time,James Algar,M,100,Kellie Martin,F,44,USA,25-Mar-20,2018,TV-PG,109 min,"Adventure, Family, Fantasy, Sci-Fi","After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him."
384,Disney Plus,movie,Johnny Kapahala: Back on Board,Samuel Armstrong,M,100,Alex Honnold,M,34,USA,12-Nov-19,2007,Not Rated,90 min,"Comedy, Drama, Family, Sport","In the movie, Johnny Kapahala, a teen snowboarding champion from Vermont, returns to Oahu, Hawaii, for the wedding of his hero -- his grandfather, local surf legend Johnny Tsunami -- and to..."
577,Disney Plus,movie,Phantom of the Megaplex,David Hand,M,69,Tommy Caldwell,M,41,"USA, Canada",12-Nov-19,2000,TV-G,89 min,"Action, Comedy, Family, Mystery","A young man working at a cinema on a special premiere night, finds that the films being shown are full of strange and eerie occurrences."
945,Disney Plus,movie,Yellowstone Cubs,Graham Heid,M,100,Jimmy Chin,M,46,USA,12-Nov-19,1963,Not Rated,48 min,Family,"Two bear cubs, Tuffy and Tubby, are separated from their mother and spend an entire summer romping through Yellowstone National Park. In the meantime, the mother bear follows their trail as she searches for them."
594,Disney Plus,movie,Pluto's Christmas Tree,Bill Roberts,M,100,Cheyne Lempe,M,34,USA,12-Nov-19,1952,Approved,7 min,"Animation, Short, Comedy, Family, Fantasy","Mickey and Pluto pick out a tree for Christmas and bring it back home, completely unaware that Chip and Dale are already living in it."
624,Disney Plus,movie,Richie Rich's Christmas Wish,Paul Satterfield,M,59,Martin Lawrence,M,55,USA,12-Nov-19,1998,TV-G,84 min,"Comedy, Family","After getting blamed for spoiling Christmas, the richest kid in the world wishes he'd never been born."
724,Disney Plus,movie,The Adventures of Ichabod and Mr. Toad,Norman Wright,M,100,Raven-Symone,F,34,USA,12-Nov-19,1949,Approved,68 min,"Animation, Comedy, Family, Fantasy, Horror","An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow""."
734,Disney Plus,movie,The Bears and I,Arthur Davis,M,100,Kym Whitley,F,58,USA,12-Nov-19,1974,TV-G,89 min,"Drama, Family",A man seeking peace and quiet finds himself father to three bears.
353,Disney Plus,movie,Hounded,Clyde Geronimi,M,100,Adam LeFevre,M,69,USA,12-Nov-19,2001,TV-G,91 min,"Comedy, Drama, Family",A teenager ends up being hounded by a well-groomed and seemingly cute and tiny dog that actually turns out to be a nightmare of a beast.
777,Disney Plus,movie,The Incredible Journey,Dean Cundey,M,74,Brie Larson,F,30,"Canada, USA",12-Nov-19,1963,TV-G,80 min,"Adventure, Drama, Family","The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?"
876,Disney Plus,movie,Tiger Cruise,Wilfred Jackson,M,100,Samuel L. Jackson,M,71,USA,12-Nov-19,2004,TV-PG,88 min,"Drama, Family","In the wake of the World Trade Center attacks, a naval carrier with civilians on board is ordered in combat mode."
771,Disney Plus,movie,The Hockey Champ,Anthony Hemingway,M,43,Ben Mendelsohn,M,51,USA,12-Nov-19,1939,Approved,7 min,"Animation, Short, Comedy, Family, Sport",Donald shows his nephews the moves that won him his hockey trophy. But the boys have a few moves of their own.
370,Disney Plus,movie,Inspector Gadget 2,Emile Ardolino,M,100,Jude Law,M,47,USA,12-Nov-19,2003,TV-G,89 min,"Action, Comedy, Crime, Family, Sci-Fi","Inspector Gadget returns in this sequel to the 1999 hit. A glitched Gadget once again must fight his arch nemesis, Claw, with the aid of a female Gadget: G2."
854,Disney Plus,movie,The Three Musketeers,Nils Gaup,M,65,Danny Nucci,M,51,"Austria, UK, USA",12-Nov-19,1993,TV-PG,105 min,"Action, Adventure, Comedy, Family, Romance","France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country."
6051,Disney Plus,movie,Prom,Clyde Geronimi,M,100,Luke Perry,M,100,USA,1-Apr-20,2011,TV-PG,104 min,"Comedy, Drama, Family, Romance",A group of teenagers get ready for their high school prom.
